isaaclab_timestep,grav_x,grav_y,grav_z
434,0.84954786,0.335704,-0.40690458
435,0.80702645,0.45232296,-0.379621
436,0.76291758,0.55733311,-0.32762235
437,0.71234721,0.65357906,-0.25572565
438,0.62912178,0.75355178,-0.19069736
439,0.52404207,0.84297615,-0.12153547
440,0.41268402,0.90866417,-0.06341027
441,0.34084159,0.94000816,-0.01454864
442,0.29085988,0.95657283,0.01920981
443,0.25511456,0.96576196,0.04711982
444,0.23387215,0.96964359,0.07138005
445,0.24193756,0.96482551,0.10284775
446,0.25818628,0.95689464,0.13301207
447,0.27000576,0.94902319,0.16263963
448,0.28390139,0.94285196,0.17444167
449,0.30551785,0.93750143,0.16658261
450,0.33123803,0.93232977,0.14505954
451,0.35627773,0.92791319,0.10974152
452,0.38390529,0.92110205,0.06471199
453,0.41520941,0.90972149,0.00278861
454,0.45299977,0.88945508,-0.06050477
455,0.49545127,0.8623606,-0.10422174
456,0.52644271,0.84159338,-0.12074105
457,0.55284393,0.82401562,-0.12394238
458,0.57205105,0.81052476,-0.12572509
459,0.58492732,0.8001039,-0.13301626
460,0.60047835,0.78794104,-0.136287
461,0.61786419,0.77469021,-0.13453113
462,0.635544,0.75730753,-0.15022996
463,0.6512711,0.74116224,-0.16286336
464,0.66309577,0.72875386,-0.17094393
465,0.67223489,0.71777868,-0.18136683
466,0.68038106,0.70563829,-0.19787821
467,0.68670809,0.6894595,-0.23038439
468,0.69579667,0.66988128,-0.25908667
469,0.70596492,0.64698207,-0.28814563
470,0.70681316,0.63955438,-0.30230027
471,0.70775056,0.63677031,-0.30596182
472,0.71093577,0.63093537,-0.31062964
473,0.72142208,0.61721098,-0.31400758
474,0.73637503,0.59819901,-0.31608468
475,0.75431097,0.57446116,-0.31781906
476,0.77335763,0.54606235,-0.32207745
477,0.79670006,0.50322294,-0.33471742
478,0.80498022,0.46154833,-0.37280035
479,0.80014521,0.42015299,-0.42806387
480,0.78782517,0.37252477,-0.49046561
481,0.76872182,0.32154796,-0.55287731
482,0.75103855,0.26235306,-0.60589713
483,0.74251193,0.15987203,-0.65047425
484,0.73864293,0.01266691,-0.67397791
485,0.72131771,-0.09471484,-0.68609732
486,0.69916123,-0.12987956,-0.70306826
487,0.68033123,-0.15446858,-0.71644145
488,0.66764456,-0.18923433,-0.72002828
489,0.65970844,-0.20333877,-0.72349024
490,0.65904301,-0.22462761,-0.71777767
491,0.6511358,-0.24565029,-0.71810734
492,0.64759231,-0.27853045,-0.70925671
493,0.65231961,-0.30530569,-0.69373405
494,0.66631538,-0.29546878,-0.68463242
495,0.67917615,-0.27029806,-0.6823917
496,0.69076234,-0.28565535,-0.6642651
497,0.70476049,-0.33150572,-0.62722903
498,0.72172838,-0.34769154,-0.59851366
499,0.7363044,-0.36555839,-0.56940585
500,0.75424391,-0.36809102,-0.54371417
501,0.77463162,-0.33256593,-0.53790855
502,0.78226727,-0.31634721,-0.53663945
503,0.77705234,-0.32548609,-0.53874719
504,0.76350701,-0.34690499,-0.54471439
505,0.74828517,-0.37105012,-0.54990107
506,0.72740173,-0.40134928,-0.55660141
507,0.69778222,-0.44019178,-0.56509382
508,0.65931273,-0.48160154,-0.57737911
509,0.61925906,-0.51694041,-0.59100795
510,0.57412791,-0.551534,-0.60513365
511,0.52320898,-0.59476793,-0.6103307
512,0.47053093,-0.63369668,-0.61402708
513,0.41000271,-0.67635787,-0.61191267
514,0.37288705,-0.6897639,-0.62062943
515,0.35910407,-0.69647616,-0.62126094
516,0.35631689,-0.70199555,-0.61663604
517,0.36624569,-0.69928539,-0.6138922
518,0.38199842,-0.68512332,-0.62022805
519,0.40343642,-0.65911466,-0.63467014
520,0.43173936,-0.62576944,-0.64962578
521,0.45107329,-0.59844714,-0.66211301
522,0.4577491,-0.58172452,-0.67235559
523,0.45782128,-0.5726704,-0.68003541
524,0.45261014,-0.56962943,-0.68605077
525,0.45944166,-0.56411934,-0.68606305
526,0.4696821,-0.56367129,-0.67946517
527,0.47803968,-0.56848848,-0.66955113
528,0.4848969,-0.57310319,-0.66062629
529,0.48680371,-0.58692771,-0.64694512
530,0.48802951,-0.58939803,-0.64376795
531,0.48687282,-0.59348673,-0.64088076
532,0.48349518,-0.59786642,-0.63936502
533,0.4829393,-0.59679663,-0.64078355
534,0.48216048,-0.59238565,-0.64544594
535,0.47431147,-0.59495246,-0.64889109
536,0.47164348,-0.59917456,-0.64694846
537,0.45910519,-0.61101347,-0.64489144
538,0.44348919,-0.62993902,-0.63756847
539,0.43066436,-0.64393324,-0.63235897
540,0.42304635,-0.6513921,-0.62985688
541,0.426162,-0.64595449,-0.6333468
542,0.4383851,-0.63067436,-0.6403653
543,0.43873796,-0.62300521,-0.64759022
544,0.43776658,-0.62064952,-0.65050352
545,0.43634194,-0.62199682,-0.65017366
546,0.43493608,-0.62632751,-0.64694965
547,0.43232718,-0.63321984,-0.64197034
548,0.4298957,-0.63580251,-0.6410498
549,0.41734433,-0.64514655,-0.64000726
